AGGR_THREAD_PER_FILE,local,0,1,1,8,8,8589934592,0.579416,0.583578,13.807,13.7085
AGGR_THREAD_PER_FILE,total,0,1,1,8,8,8589934592,2.52959,2.9504,3.16257,2.7115
AGGR_THREAD_PER_FILE,local,10,1,1,8,8,8589934595,0.575432,0.598011,13.9026,13.3777
AGGR_THREAD_PER_FILE,total,10,1,1,8,8,8589934595,2.26876,2.5887,3.52616,3.09036
AGGR_THREAD_PER_FILE,local,20,1,1,8,8,8589934599,0.571201,0.60728,14.0056,13.1735
AGGR_THREAD_PER_FILE,total,20,1,1,8,8,8589934599,2.40678,2.92545,3.32394,2.73462
AGGR_THREAD_PER_FILE,local,0,1,1,8,8,8589934592,0.579068,0.580802,13.8153,13.7741
AGGR_THREAD_PER_FILE,total,0,1,1,8,8,8589934592,2.58301,3.01089,3.09716,2.65702
AGGR_THREAD_PER_FILE,local,10,1,1,8,8,8589934595,0.574818,0.593504,13.9175,13.4793
AGGR_THREAD_PER_FILE,total,10,1,1,8,8,8589934595,2.467,3.01177,3.24281,2.65625
AGGR_THREAD_PER_FILE,local,20,1,1,8,8,8589934599,0.570464,0.607988,14.0237,13.1582
AGGR_THREAD_PER_FILE,total,20,1,1,8,8,8589934599,2.53335,3.16989,3.15788,2.52374
AGGR_THREAD_PER_FILE,local,0,1,1,8,8,8589934592,0.579645,0.5837,13.8016,13.7057
AGGR_THREAD_PER_FILE,total,0,1,1,8,8,8589934592,2.37333,2.75795,3.37079,2.9007
AGGR_THREAD_PER_FILE,local,10,1,1,8,8,8589934595,0.575084,0.595089,13.911,13.4434
AGGR_THREAD_PER_FILE,total,10,1,1,8,8,8589934595,2.48262,3.25037,3.22241,2.46126
AGGR_THREAD_PER_FILE,local,20,1,1,8,8,8589934599,0.569895,0.609096,14.0377,13.1342
AGGR_THREAD_PER_FILE,total,20,1,1,8,8,8589934599,2.449,2.99247,3.26664,2.67338
