AGGR_THREAD_PER_FILE,local,0,1,8,64,8,68719476736,0.511938,0.520646,125.015,122.924
AGGR_THREAD_PER_FILE,total,0,1,8,64,8,68719476736,40.792,54.2724,1.56893,1.17924
AGGR_THREAD_PER_FILE,local,10,1,8,64,8,68719476687,101.298,157.247,0.621925,0.400645
AGGR_THREAD_PER_FILE,total,10,1,8,64,8,68719476687,97.1701,211.618,0.648348,0.297707
AGGR_THREAD_PER_FILE,local,20,1,8,64,8,68719476728,100.691,150.572,0.625677,0.418404
AGGR_THREAD_PER_FILE,total,20,1,8,64,8,68719476728,90.3019,199.798,0.697659,0.315319
AGGR_THREAD_PER_FILE,local,0,1,8,64,8,68719476736,107.526,145.897,0.595202,0.438666
AGGR_THREAD_PER_FILE,total,0,1,8,64,8,68719476736,76.6831,196.433,0.834603,0.325811
AGGR_THREAD_PER_FILE,local,10,1,8,64,8,68719476687,106.475,147.396,0.591686,0.427419
AGGR_THREAD_PER_FILE,total,10,1,8,64,8,68719476687,81.2861,197.306,0.77504,0.319301
AGGR_THREAD_PER_FILE,local,20,1,8,64,8,68719476728,100.3,159.678,0.628114,0.394543
AGGR_THREAD_PER_FILE,total,20,1,8,64,8,68719476728,99.8059,211.022,0.631226,0.298547
AGGR_THREAD_PER_FILE,local,0,1,8,64,8,68719476736,104.094,143.881,0.614829,0.444813
AGGR_THREAD_PER_FILE,total,0,1,8,64,8,68719476736,80.676,194.451,0.793296,0.329133
AGGR_THREAD_PER_FILE,local,10,1,8,64,8,68719476687,98.6579,156.899,0.63857,0.401533
AGGR_THREAD_PER_FILE,total,10,1,8,64,8,68719476687,99.8326,210.719,0.631056,0.298976
AGGR_THREAD_PER_FILE,local,20,1,8,64,8,68719476728,104.693,149.826,0.601759,0.420488
AGGR_THREAD_PER_FILE,total,20,1,8,64,8,68719476728,85.1129,202.562,0.740193,0.311017
