strategy,level,tolerance,num files,nodes,num processes,num writer threads,ckpt size,avg ckpts time [s],max ckpt time [s],avg BW [GB/s],min BW [GB/s]
FILE_PER_PROC,local,0,8,8589934592,0.532221,0.534608,1.87892,14.9642
FILE_PER_PROC,total,0,8,8589934592,2.76209,3.03265,2.63796,2.63796
FILE_PER_PROC,local,0,32,34359738368,0.755916,2.21852,1.3229,14.4241
FILE_PER_PROC,total,0,32,34359738368,3.74557,4.98376,6.42086,6.42086
FILE_PER_PROC,local,0,128,137438953472,0.578274,1.53275,1.72928,83.5101
FILE_PER_PROC,total,0,128,137438953472,8.76654,13.3656,9.57679,9.57679
FILE_PER_PROC,local,0,256,274877906944,0.528986,0.544097,1.89041,470.504
FILE_PER_PROC,total,0,256,274877906944,13.9755,21.7249,11.7837,11.7837
FILE_PER_PROC,local,0,320,343597383680,0.529377,0.544086,1.88901,588.143
FILE_PER_PROC,total,0,320,343597383680,17.7966,26.9963,11.8535,11.8535
FILE_PER_PROC,local,10,8,8589934592,0.525212,0.526527,1.90399,15.1939
FILE_PER_PROC,total,10,8,8589934592,4.63123,4.94806,1.6168,1.6168
FILE_PER_PROC,local,10,32,34359738368,0.528725,0.540467,1.89134,59.2081
FILE_PER_PROC,total,10,32,34359738368,5.4477,7.85496,4.07386,4.07386
FILE_PER_PROC,local,10,128,137438953472,0.525743,0.540245,1.90207,236.93
FILE_PER_PROC,total,10,128,137438953472,9.06993,12.4925,10.2461,10.2461
FILE_PER_PROC,local,10,256,274877906944,0.527244,0.558824,1.89666,458.104
FILE_PER_PROC,total,10,256,274877906944,15.4234,23.415,10.9332,10.9332
FILE_PER_PROC,local,10,320,343597383680,12.022,55.6147,0.0831811,5.75388
FILE_PER_PROC,total,10,320,343597383680,25.6081,57.4507,5.56999,5.56999
FILE_PER_PROC,local,20,8,8589934592,0.523973,0.526639,1.9085,15.1907
FILE_PER_PROC,total,20,8,8589934592,4.59434,4.90372,1.63141,1.63141
FILE_PER_PROC,local,20,32,34359738368,0.54311,0.585834,1.84125,54.623
FILE_PER_PROC,total,20,32,34359738368,5.39674,6.34458,5.04368,5.04368
FILE_PER_PROC,local,20,128,137438953472,0.5391,0.572259,1.85494,223.675
FILE_PER_PROC,total,20,128,137438953472,9.72258,13.0325,9.82159,9.82159
FILE_PER_PROC,local,20,256,274877906944,0.526541,0.568537,1.89919,450.278
FILE_PER_PROC,total,20,256,274877906944,15.7106,23.1412,11.0625,11.0625
FILE_PER_PROC,local,20,320,343597383680,10.7883,45.5119,0.0926927,7.03113
