FILE_PER_PROC,local,0,8,8589934592,0.471835,0.47576,2.11939,16.8152
FILE_PER_PROC,total,0,8,8589934592,3.03321,3.47571,2.30169,2.30169
FILE_PER_PROC,local,10,8,8589934592,0.612532,0.625381,1.63257,12.7922
FILE_PER_PROC,total,10,8,8589934592,3.05672,3.23891,2.46997,2.46997
FILE_PER_PROC,local,20,8,8589934592,114.769,124.791,0.00871314,0.0641073
FILE_PER_PROC,total,20,8,8589934592,116.14,126.024,0.0634799,0.0634799
FILE_PER_PROC,local,0,8,8589934592,112.438,137.59,0.00889376,0.0581436
FILE_PER_PROC,total,0,8,8589934592,113.931,139.081,0.0575202,0.0575202
FILE_PER_PROC,local,10,8,8589934592,94.0878,103.069,0.0106284,0.0776183
FILE_PER_PROC,total,10,8,8589934592,95.6199,104.626,0.0764626,0.0764626
FILE_PER_PROC,local,20,8,8589934592,117.891,126.173,0.00848239,0.0634049
FILE_PER_PROC,total,20,8,8589934592,119.37,127.727,0.0626338,0.0626338
FILE_PER_PROC,local,0,8,8589934592,103.572,113.759,0.00965512,0.0703239
FILE_PER_PROC,total,0,8,8589934592,105.111,115.13,0.0694868,0.0694868
FILE_PER_PROC,local,10,8,8589934592,115.11,122.848,0.00868731,0.0651212
FILE_PER_PROC,total,10,8,8589934592,116.547,124.093,0.0644676,0.0644676
FILE_PER_PROC,local,20,8,8589934592,93.4878,103.323,0.0106966,0.0774268
FILE_PER_PROC,total,20,8,8589934592,95.1001,104.769,0.0763586,0.0763586
